OBJECTID,GlobalID,type,source,poly_DateCurrent,mission,incident_name,incident_number,area_acres,description,FireDiscoveryDate,CreationDate,EditDate,displayStatus
310,3ffb8466-1e13-4cb6-bf82-76c8f6cc4fa2,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #4,Lightning #4,,0.151104716521045,Mixed Methods,,,,Inactive
311,1c0622a0-62ca-465f-a75f-b8fda2e9c436,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #5,Lightning #5,,0.20472002590007,Mixed Methods,,,,Inactive
312,b6af5c72-19f7-4b4b-8d7b-6b44a7c592dd,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,SITES,SITES,669f10e0-1452-4080-906e-0c53ef6d2607,19123.5471703502,IR Image Interpretation,,,,Inactive
313,ed650e01-1c5d-411a-806c-45bf1893f862,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #8,Lightning #8,,0.296094729134078,Mixed Methods,,,,Inactive
314,3d5c5f96-f3a4-4e88-831b-f79d2122e9a3,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,,12.5391734937044,Mixed Methods,,,,Inactive
315,873823dc-1932-4b0b-a283-f14f2d0d56c3,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Muscat,Muscat,,0.0125412049290402,Mixed Methods,,,,Inactive
316,332d96c6-8f14-4a3c-a8ce-c402b56558c4,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WILLOW,WILLOW,,212.707162833451,IR Image Interpretation,,,,Inactive
317,ff0e2cb2-3500-400c-8eb2-54446469872c,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #2,Lightning #2,,0.121846405290921,Mixed Methods,,,,Inactive
318,5eea640a-88a4-4c55-8970-93a84e23b213,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Rackerby - Lightning,Rackerby - Lightning,,0.0722941987882238,Remote Sensing Derived,,,,Inactive
319,1409e2f1-c206-4eb2-8312-b03c84c5e07a,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #7,Lightning #7,,0.491799530722923,Mixed Methods,,,,Inactive
320,604e5d48-a874-421d-9616-8312a3b66587,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,SITES,SITES,669f10e0-1452-4080-906e-0c53ef6d2607,19194.6032181498,IR Image Interpretation,,,,Inactive
321,cb7db583-6dcd-4321-ae02-643e12e92830,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #3,Lightning #3,,0.04501880090155,Mixed Methods,,,,Inactive
322,ced100c3-8e77-4800-b5a2-29857f927d94,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #6,Lightning #6,,0.153707911398666,Mixed Methods,,,,Inactive
323,38773000-9948-4811-936e-1a7ad91bae23,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/06/19 07:28:00+00,AERO,AERO,6893119A-7907-41A6-9C1F-8390284D459E,5284.75758603459,IR Image Interpretation,,,,Inactive
324,2d2060c0-9ff5-4c32-8a76-890b2dfb591d,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,FLASH COMPLEX,FLASH COMPLEX,,484.90480807284,Mixed Methods,,,,Inactive
325,954fcf98-2716-4355-9ea5-c7de1214d49b,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Bull - Lightning,Bull - Lightning,,0.0155090774722803,Remote Sensing Derived,,,,Inactive
326,c503943f-4121-4cee-ab95-72212114ced0,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WATTS,WATTS,,88.2837051652212,IR Image Interpretation,,,,Inactive
327,378a19dd-73d8-4a5d-9005-8ca42a06a26b,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/06/22 02:05:00+00,Post,Post,0DC18BD0-8B1E-49B7-BF2D-75D5140D286B,15563.0713236769,Mixed Methods,,,,Inactive
328,02927cb9-611f-42ae-8d92-100d36f9be86,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #1,Lightning #1,,219.841187554461,Mixed Methods,,,,Inactive
329,edb420f6-1bdc-42b6-b4ee-c12d507cf9a0,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,,41.3046463561557,Mixed Methods,,,,Inactive
330,6939135d-4037-457e-b63b-5accfa8f2075,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,,12.5391734937044,Mixed Methods,,,,Inactive
331,c6ffb3ba-6169-42c1-b356-dcf08a6d7257,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #7,Lightning #7,,0.491799530722923,Mixed Methods,,,,Inactive
332,664f8bba-7966-4d68-85d5-2e6ea0068abc,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #4,Lightning #4,,0.151104716521045,Mixed Methods,,,,Inactive
333,5e113b5e-4645-42ce-833d-ceafc87928ea,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #1,Lightning #1,,219.841187554461,Mixed Methods,,,,Inactive
334,9aa36d8d-7e5e-42ab-81cc-a5a7a5f6a0fa,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,,12.5391734937044,Mixed Methods,,,,Inactive
335,c34df035-05e5-41ea-8b75-2ac3452aadb0,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #6,Lightning #6,,0.153707911398666,Mixed Methods,,,,Inactive
336,1ab79135-9666-4f5b-a85c-9372ad9e57cb,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #2,Lightning #2,,0.121846405290921,Mixed Methods,,,,Inactive
337,f7fea8a8-1ab0-45df-bd8e-d557ee600a57,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #5,Lightning #5,,0.20472002590007,Mixed Methods,,,,Inactive
338,22cdc3fd-cbe7-48e3-a023-47e75f67273f,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Rackerby - Lightning,Rackerby - Lightning,,0.0155090774722803,Remote Sensing Derived,,,,Inactive
339,9c72dbbb-4a04-480c-89dc-d5d961b1d0fd,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Bull - Lightning,Bull - Lightning,,0.0125412049290402,Remote Sensing Derived,,,,Inactive
340,54744fe9-97b2-4007-af85-449a44653b12,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,FLASH COMPLEX,FLASH COMPLEX,,484.90480807284,Mixed Methods,,,,Inactive
341,d06943bb-e0d7-4499-9bd4-51373b272b30,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #3,Lightning #3,,0.04501880090155,Mixed Methods,,,,Inactive
342,176aa7cd-6234-4e2b-af2a-1d57d791b3e4,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Muscat,Muscat,,105,Mixed Methods,,,,Inactive
343,3147d992-b2fe-4b67-986d-b4a483380186,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,,41.3046463561557,Mixed Methods,,,,Inactive
344,33119f43-030c-4efa-b2f4-210e3262273a,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,,,,,Remote Sensing Derived,,,,Inactive
345,974ffc26-db45-42b2-963e-aa9eb1e1a84e,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Barnes - Lightning,Barnes - Lightning,,,Mixed Methods,,,,Inactive
346,6e361981-43c9-4c51-88cf-811a2d28bb95,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,,,,,Mixed Methods,,,,Inactive
347,b66c72a1-ad03-4ecd-9281-2c06b727d0b1,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #1,Lightning #1,,219.841187554461,Remote Sensing Derived,,,,Inactive
348,983f0dcf-581d-4401-9bf1-dd200b4906a1,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #7,Lightning #7,,0.491799530722923,Remote Sensing Derived,,,,Inactive
349,29f5c91c-a7f6-482c-b0ac-a968fc0ae969,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,,,,,Remote Sensing Derived,,,,Inactive
350,924a3611-5481-44da-8df2-3fc876cca999,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #3,Lightning #3,,0.04501880090155,Remote Sensing Derived,,,,Inactive
351,e4189f29-e50e-4780-9dc2-b005524000a4,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Rackerby - Lightning,Rackerby - Lightning,,0.0155090774722803,Remote Sensing Derived,,,,Inactive
352,24ec8799-60ea-47dc-8813-557ea9a5b05f,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,,41.3046463561557,Remote Sensing Derived,,,,Inactive
353,e1a83356-0e27-439e-8b5d-e9aa1fe31c24,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,,12.5391734937044,Remote Sensing Derived,,,,Inactive
354,a1403df8-1af7-404a-8a40-6f1c71b518e1,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Bull - Lightning,Bull - Lightning,,0.0125412049290402,Remote Sensing Derived,,,,Inactive
355,7001f372-0215-48d4-99d8-b3381576662c,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Barnes - Lightning,Barnes - Lightning,,,Remote Sensing Derived,,,,Inactive
356,070b8be6-a11c-40dc-884e-fe7591371074,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #4,Lightning #4,,0.151104716521045,Remote Sensing Derived,,,,Inactive
357,8bfd2204-0ffb-498b-b3a8-a3220d003649,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #6,Lightning #6,,0.153707911398666,Remote Sensing Derived,,,,Inactive
358,4fce3319-eec0-414a-bda0-149e6976ac9e,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Muscat,Muscat,,105,Remote Sensing Derived,,,,Inactive
359,5389f4c1-d04f-4cd5-b082-80947459c12a,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #2,Lightning #2,,0.121846405290921,Remote Sensing Derived,,,,Inactive
360,d0b84d17-6d42-46f3-a5f0-4e2945cc6f49,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,,,,,Remote Sensing Derived,,,,Inactive
361,719ece11-6c3b-4a9f-ba80-42363df6a3d2,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,FLASH COMPLEX,FLASH COMPLEX,,484.90480807284,Remote Sensing Derived,,,,Inactive
362,e045e8d7-0362-4f69-985c-7a077d0e8c6b,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #5,Lightning #5,,0.20472002590007,Remote Sensing Derived,,,,Inactive
363,1b74a813-97f8-4e6d-8d50-895a62fd8e70,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WILLOW,WILLOW,,212.707162833451,IR Image Interpretation,,,,Inactive
364,b36274b8-bb83-408e-8c66-65971c7e0af5,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #4,Lightning #4,,0.151104716521045,Remote Sensing Derived,,,,Inactive
365,21bbc350-ab5a-4c30-a60e-f9aa13410fb6,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,,41.6007410852898,Remote Sensing Derived,,,,Inactive
366,77d34c47-15ad-4798-87db-65c31d1d558d,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Rackerby - Lightning,Rackerby - Lightning,,0.0155090774722803,Remote Sensing Derived,,,,Inactive
367,ed42a983-530a-4047-9047-a788362d8f08,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #2,Lightning #2,,0.121846405290921,Remote Sensing Derived,,,,Inactive
368,f5dbc3fc-fd87-4fc7-aebd-749ba56f95eb,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #1,Lightning #1,,219.841187554461,Remote Sensing Derived,,,,Inactive
369,5a9c9420-e22b-41f1-9b39-06ad646d68f2,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WATTS,WATTS,,88.2837051652212,IR Image Interpretation,,,,Inactive
370,e425fe17-91f9-4c19-9619-2f7ac6886d9c,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Bull - Lightning,Bull - Lightning,,0.0125412049290402,Remote Sensing Derived,,,,Inactive
371,f016d9a3-1aee-484f-9280-dad740cb3bc6,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,,,,0.0277935087203483,Remote Sensing Derived,,,,Inactive
372,61cdf896-de2d-4c8f-8586-bbde9e82bf64,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #5,Lightning #5,,0.20472002590007,Remote Sensing Derived,,,,Inactive
373,4b8b4695-5431-4d30-95ca-5575bab46647,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #6,Lightning #6,,0.153707911398666,Remote Sensing Derived,,,,Inactive
374,b45b0732-925b-4708-9925-0295fea940c9,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,,12.5391734937044,Remote Sensing Derived,,,,Inactive
375,63359733-ae5c-4e74-88f2-a0759e636b5c,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,,,,0.0441372162265412,Remote Sensing Derived,,,,Inactive
376,c84b63eb-ed0a-48dd-9d45-1c9570625fa6,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Barnes - Lightning,Barnes - Lightning,,0.0315470075943391,Remote Sensing Derived,,,,Inactive
377,1cda233d-83c0-4466-a5a2-916d348fc517,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,FLASH COMPLEX,FLASH COMPLEX,,484.90480807284,Remote Sensing Derived,,,,Inactive
378,4a8e8f07-9e15-450c-b41a-d32842fd524f,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Muscat,Muscat,,104.991974100496,Remote Sensing Derived,,,,Inactive
379,d60ea736-a2c9-4b53-8f01-a871894d5b32,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #3,Lightning #3,,0.04501880090155,Remote Sensing Derived,,,,Inactive
380,75db3259-2a19-40ac-af53-c9ab972e7686,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Lightning #7,Lightning #7,,0.491799530722923,Remote Sensing Derived,,,,Inactive
381,5142d183-c8e9-4054-bc0e-da67d8794cd6,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Rackerby - Lightning,Rackerby - Lightning,,0.0155090774722803,Remote Sensing Derived,,,,Inactive
382,8a56664b-843d-43f2-8051-83be4c0a4a69,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Bull - Lightning,Bull - Lightning,,0.0125412049290402,Remote Sensing Derived,,,,Inactive
383,57c15bdb-0462-40b4-84d0-ce46549a24a5,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,,,,,Mixed Methods,,,,Inactive
384,6eaf5ccc-785f-4aa7-a004-31b151d9709d,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,,,,,Mixed Methods,,,,Inactive
385,98408b2c-5681-4648-adfa-c60901aa52d2,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,,,,,Mixed Methods,,,,Inactive
386,91ad0dcc-2ffa-4e81-9522-9a61816e9dbd,Heat Perimeter,FIRIS,2024/06/25 08:14:02.449+00,CA-FKU-FLASH-N43U,,,744.264997801352,FIRIS Perimeter,,2024/06/25 08:09:33+00,2024/06/25 08:17:02.238+00,Inactive
387,bf22c827-c50b-4674-aed8-33a5e544a014,Heat Perimeter,FIRIS,2024/06/25 08:28:37.803+00,CA-FKU-BOLT-N43U,,,856.832532405472,FIRIS Perimeter,,2024/06/25 08:24:41+00,2024/06/25 08:33:08.223+00,Inactive
388,cf10ee45-018d-4443-8238-433de42109d9,Heat Perimeter,FIRIS,2024/06/25 11:10:43.300+00,CA-BTU-APACHE-N57B,,,673.245190083341,FIRIS Perimeter,,2024/06/25 11:09:21+00,2024/06/25 11:13:44.083+00,Inactive
389,a7ad22ed-86dd-408e-b5a0-a1761b73bcb4,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,APACHE,APACHE,,691.277209221937,Mixed Methods,,,,Inactive
390,be1bd690-22be-4ae5-be72-561611aab63f,Heat Perimeter,FIRIS,2024/06/25 19:20:11.692+00,CA-FKU-FLASH-N43U,,,982.002797443244,FIRIS Perimeter,,2024/06/25 19:16:51+00,2024/06/25 19:25:47.239+00,Inactive
391,14f60b57-72c0-4588-847d-f962a2b8d564,Heat Perimeter,FIRIS,2024/06/25 19:47:49.866+00,CA-FKU-BOLT-N43U,,,1742.2156775567,FIRIS Perimeter,,2024/06/25 19:46:34+00,2024/06/25 19:50:53.476+00,Inactive
392,cac16935-7489-477d-a983-36ea2aadc14d,Heat Perimeter,FIRIS,2024/06/25 20:25:19.740+00,CA-FKU-HOG-N43U,,,173.301524872817,FIRIS Perimeter,,2024/06/25 20:23:15+00,2024/06/25 20:28:03.714+00,Inactive
393,b518ac4f-fded-4944-896f-e237651d917b,Heat Perimeter,FIRIS,2024/06/25 23:27:28.280+00,CA-SND-DELMAR-N43U,,,19.5537796782222,FIRIS Perimeter,,2024/06/25 23:25:41+00,2024/06/25 23:30:48.295+00,Inactive
394,f94cbad8-e9bc-4768-857a-3edda7031302,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,FLASH,FLASH,,1270.22,IR Image Interpretation,,,,Inactive
395,370fda87-668a-4da7-904c-71f629531269,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,BOLT,BOLT,,2241.99,IR Image Interpretation,,,,Inactive
396,6697cc69-f2dc-4186-b863-f8c480d720c4,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,HOG,HOG,,266.92,IR Image Interpretation,,,,Inactive
397,9ab4eeec-137e-44d4-903c-df49f7ba9695,Heat Perimeter,FIRIS,2024/06/26 08:36:05.537+00,CA-FKU-HOG-N57B,,,253.843912188194,FIRIS Perimeter,,2024/06/26 08:34:58+00,2024/06/26 08:38:46.210+00,Inactive
398,e748ab25-d684-4374-82f0-da9ba3350c1a,Heat Perimeter,FIRIS,2024/06/26 09:30:03.727+00,CA-FKU-FLASH-N57B,,,2180.3439065325,FIRIS Perimeter,,2024/06/26 09:28:52+00,2024/06/26 09:32:58.543+00,Inactive
399,84db4aff-2d89-4ae0-94e7-f99925625513,Heat Perimeter,FIRIS,2024/06/26 23:53:53.971+00,CA-LAC-COLUMBIA-N43U,,,355.504139660268,FIRIS Perimeter,,2024/06/26 23:52:32+00,2024/06/27 00:00:36.682+00,Inactive
400,860b2e01-a9bb-4fcb-ba8d-ebec9403e687,Heat Perimeter,FIRIS,2024/06/27 05:31:59.504+00,CA-SNF-BASIN-N57B,,,2635.6425830547,FIRIS Perimeter,,2024/06/27 05:30:26+00,2024/06/27 05:35:11.666+00,Inactive
401,10cab058-27ff-4476-a1ff-7465c705fb27,Heat Perimeter,FIRIS,2024/06/27 06:15:13.343+00,CA-SNF-ROCK-N57B,,,7.45503470079557,FIRIS Perimeter,,2024/06/27 06:13:09+00,2024/06/27 06:17:17.870+00,Inactive
402,f0a87fd2-fee9-4aec-8474-15a97ac2d07b,Heat Perimeter,FIRIS,2024/06/27 06:54:54.976+00,CA-SNF-ROCK-N57B,,,7.46355175476253,FIRIS Perimeter,,2024/06/27 06:53:49+00,2024/06/27 06:58:32.246+00,Inactive
403,7c19bfc6-0bd1-48c7-b85b-fd1cd42771aa,Heat Perimeter,FIRIS,2024/06/28 02:46:50.057+00,CA-SNF-BASIN-N43U,,,5692.50016586915,FIRIS Perimeter,,2024/06/28 02:45:41+00,2024/06/28 02:49:25.856+00,Inactive
404,09ce79a3-f898-4bc8-aaf2-84688a8b33bc,Heat Perimeter,FIRIS,2024/06/28 02:46:50.057+00,CA-SNF-BASIN-N43U,,,5692.50016586915,FIRIS Perimeter,,2024/06/28 02:45:41+00,2024/06/28 02:49:25.856+00,Inactive
405,2bf4256c-fde2-4e23-9484-da5cd5881a40,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Basin,Basin,,7472.39,Infrared Image,,,,Inactive
406,25e8974e-da05-46d4-b0cf-c4bc6ae51ce4,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Basin,Basin,,7472.39,Infrared Image,,,,Inactive
407,ea67421e-aeb9-45b6-bcc7-5ddffe0b1e09,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Basin,Basin,,7472.39,Infrared Image,,,,Inactive
408,bc13fa9b-b59d-4279-bd08-f5c7760b654c,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Basin,Basin,,7472.39,Infrared Image,,,,Inactive
409,6c59baec-a45f-4b7e-b38f-00116b76d7c1,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,Basin,Basin,,7472.39,Infrared Image,,,,Inactive
410,ba001517-6d2a-4396-8fe2-2fa91fabfe5f,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,June Lightning Complex,June Lightning Complex,,10677.9,Infrared Image,,,,Inactive
411,0e0e7f5f-14a5-45ce-a8d0-65ccc5203ea5,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/06/28 14:13:18+00,BASIN,BASIN,,9549.19,Infrared Image,,,,Inactive
412,e5dc5880-1781-4cc3-958e-dcd484d3a9e7,Heat Perimeter,FIRIS,2024/06/29 00:31:29.548+00,CA-VNC-SENTINEL-43U,,,5,FIRIS Perimeter,,2024/06/29 00:31:32.288+00,2024/06/29 00:31:39.420+00,Inactive
413,a6b6f394-c1a4-4607-a14d-f7202174e452,Heat Perimeter,FIRIS,2024/06/29 05:34:03.893+00,CA-BEU-LONEOAK-N43U,,,255,FIRIS Perimeter,,2024/06/29 05:34:10.176+00,2024/06/29 05:34:19.152+00,Inactive
414,57691994-112a-4b80-873b-899a24b8c9a5,Heat Perimeter,FIRIS,2024/06/29 20:21:26.032+00,CA-RRU-ROUND-N43U,,,96,FIRIS Perimeter,,2024/06/29 20:21:21.941+00,2024/06/29 20:21:30.877+00,Inactive
415,4e9478d5-33c0-46f9-b10c-31d499703cd4,Heat Perimeter,FIRIS,2024/06/29 23:53:39.994+00,CA-AEU-CREEK-N57B,,,15,FIRIS Perimeter,,2024/06/29 23:53:37.150+00,2024/06/29 23:53:44.492+00,Inactive
416,ed44ab4a-1c94-4d2a-999d-6c8a6e53058e,Heat Perimeter,FIRIS,2024/06/30 17:53:05.621+00,CA-RRU-ROUND-N43U,,,344,FIRIS Perimeter,,2024/06/30 17:53:03.326+00,2024/06/30 17:53:10.131+00,Inactive
417,bacafe41-af0b-4d2a-93a2-e31ecbcc71b6,Heat Perimeter,FIRIS,2024/06/30 20:51:50.001+00,CA-LAC-INDIGO-N43U,,,21,FIRIS Perimeter,,2024/06/30 20:51:53.170+00,2024/06/30 20:52:00.499+00,Inactive
418,4188b5be-3abe-4b36-8c48-d1d920d4334f,Heat Perimeter,FIRIS,2024/06/30 21:24:00.167+00,CA-VNC-KNOLLS-N43U,,,1,FIRIS Perimeter,,2024/06/30 21:23:52.190+00,2024/06/30 21:24:02.926+00,Inactive
419,4d167134-13dd-4f44-9946-7db3b6f16889,Heat Perimeter,FIRIS,2024/06/30 22:01:03.305+00,CA-BDC-SIERRA-N43U,,,36,FIRIS Perimeter,,2024/06/30 22:00:30.654+00,2024/06/30 22:01:06.798+00,Inactive
420,be62fa0f-23c5-4dab-b346-bd31096a314b,Heat Perimeter,FIRIS,2024/07/01 00:14:29.651+00,CA-BDC-SIERRA-N43U,,,307,FIRIS Perimeter,,2024/07/01 00:14:31.374+00,2024/07/01 00:14:39.798+00,Inactive
421,b4f47d43-9c56-46b4-af9f-67e74f4ffa04,Heat Perimeter,FIRIS,2024/07/01 00:45:34.516+00,CA-RRU-LAKE-N43U,,,1,FIRIS Perimeter,,2024/07/01 00:45:31.319+00,2024/07/01 00:45:37.294+00,Inactive
422,ce686bf7-be41-4c97-87ca-eab89c16393a,Heat Perimeter,FIRIS,2024/07/01 01:05:56.350+00,CA-BDC-SIERRA-N43U,,,377,FIRIS Perimeter,,2024/07/01 01:05:54.052+00,2024/07/01 01:06:00.666+00,Inactive
423,daa02afb-04b1-4fb3-9fb6-64793b28824a,Heat Perimeter,FIRIS,2024/07/01 19:29:08.759+00,CA-CNF-KITCHEN-40Y,,,43.0748684855241,FIRIS Perimeter,,2024/07/01 19:28:21+00,2024/07/01 19:31:31.863+00,Inactive
424,0840c008-cea2-4ed4-9092-0108857b6cd7,Heat Perimeter,FIRIS,2024/07/01 21:40:21.327+00,CA-MDF-GLASS-N57B,,,0,FIRIS Perimeter,,2024/07/01 21:39:34+00,2024/07/01 21:40:48.397+00,Inactive
425,a32a56a8-0108-46f1-85ed-2cd55ea2672a,Heat Perimeter,FIRIS,2024/07/02 00:37:09.465+00,CA-SDU-MCCAIN-N40Y,,,713.769077852485,FIRIS Perimeter,,2024/07/02 00:36:21+00,2024/07/02 00:37:24.219+00,Inactive
426,3f6bd88f-e37b-4f12-b183-895d36294ebe,Heat Perimeter,FIRIS,2024/07/02 01:19:48.561+00,CA-SDU-MCCAIN-N40Y,,,902.617743973742,FIRIS Perimeter,,2024/07/02 01:17:01+00,2024/07/02 01:20:32.474+00,Inactive
