OBJECTID,GlobalID,type,source,poly_DateCurrent,mission,incident_name,incident_number,area_acres,description,FireDiscoveryDate,CreationDate,EditDate,displayStatus
647,82598b2f-5c33-4b19-936b-5314cf2f8db9,Heat Perimeter,FIRIS,2024/07/13 19:12:44.050+00,CA-CND-HURRICANE-N43U,,,858.798941268295,FIRIS Perimeter,,2024/07/13 19:10:55+00,2024/07/13 19:13:40.794+00,Inactive
648,36ebdaaa-16f6-418b-b43f-e2ab7eb89130,Heat Perimeter,FIRIS,2024/07/13 19:49:36.629+00,CA-KRN-WHITE-N43U,,,221.804328095585,FIRIS Perimeter,,2024/07/13 19:47:11+00,2024/07/13 19:49:48.002+00,Inactive
649,d1ab1b0d-58ae-4382-9f0a-5ef75ab64516,Heat Perimeter,FIRIS,2024/07/13 20:33:50.596+00,CA-SQF-TROUT-N43U,,,161.764273594818,FIRIS Perimeter,,2024/07/13 20:31:11+00,2024/07/13 20:33:58.950+00,Inactive
650,9cf9c22e-5b3b-4046-82ad-c1eb31327bad,Heat Perimeter,FIRIS,2024/07/13 20:33:50.596+00,CA-SQF-TROUT-N43U,,,161.764273594818,FIRIS Perimeter,,2024/07/13 20:31:11+00,2024/07/13 20:33:58.950+00,Inactive
651,36fca31b-32f1-4146-9b61-f3f637278e18,Heat Perimeter,NIFC,2024/05/18 23:12:27+00,2024-CACND-000584,RIG,2024-CACND-000584,5.1,Wildfire Daily Fire Perimeter,2024/05/18 18:12:27+00,2024/05/22 01:22:06.622+00,2024/07/13 21:04:34.300+00,Inactive
652,c65d2b60-ae87-40dc-88d9-5cc1dbc94598,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/12 14:16:25+00,LAKE,LAKE,748283a9-d659-4fc4-9938-55dde2484a19,38304.71,Infrared Image,,,,Inactive
653,c9a7574e-1f5c-4141-bc56-62f793d8a151,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,HURRICANE,HURRICANE,3a93ed29-eb55-491c-90b2-6a12fc14d162,3184.8,Infrared Image,,,,Inactive
654,92c82e39-5f18-4547-b489-b66a3ebe1443,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/14 02:29:00+00,RANCHO,RANCHO,87c660d3-0345-4fc9-ac5e-a223c89e45d3,1423.88,Infrared Image,,,,Inactive
655,0c9b1f27-fecd-44b2-8439-0200758926fa,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,6b5429b8-6a74-40aa-b872-7c6cb7bc841d,1399.43,Infrared Image,,,,Inactive
656,92a52cd1-e4b6-48c0-8e72-9b480652aa44,Heat Perimeter,FIRIS,2024/07/14 02:48:08.216+00,CA-LMU-3-6-N40Y,,,903.143745144185,FIRIS Perimeter,,2024/07/14 02:47:17+00,2024/07/14 02:48:25.276+00,Inactive
657,fcf6bb2c-6b1c-46d7-ac12-279d25044d52,Heat Perimeter,FIRIS,2024/07/14 03:14:51.530+00,CA-LMU-3-7-N40Y,,,41.5334171305401,FIRIS Perimeter,,2024/07/14 03:12:53+00,2024/07/14 03:15:31.182+00,Inactive
658,df09673d-6314-4e7e-9f43-d3b424b5397e,Heat Perimeter,FIRIS,2024/07/14 03:41:27.898+00,CA-TNF-PALEN-N40Y,,,2.90390104290446,FIRIS Perimeter,,2024/07/14 03:40:28+00,2024/07/14 03:41:36.151+00,Inactive
659,1afa61fa-a60b-449b-87eb-b36eb71fde12,Heat Perimeter,FIRIS,2024/07/14 17:00:22.526+00,CA-KRN-RANCHO-N43U,,,9589.91573329848,FIRIS Perimeter,,2024/07/14 16:58:56+00,2024/07/14 17:00:31.101+00,Inactive
660,ed147c0a-91ca-4459-8fa5-7229283ce1db,Heat Perimeter,FIRIS,2024/07/14 17:00:22.526+00,CA-KRN-RANCHO-N43U,,,9589.91573329848,FIRIS Perimeter,,2024/07/14 16:58:56+00,2024/07/14 17:00:31.101+00,Inactive
661,1ceeea55-5802-48e5-93bb-a1b11d4fb1d4,Heat Perimeter,FIRIS,2024/07/14 18:51:57.790+00,CA-SQF-PACKSADDLE-N43U,,,46.6383523079439,FIRIS Perimeter,,2024/07/14 18:50:18+00,2024/07/14 19:16:58.229+00,Inactive
662,df3ef825-6b4a-4a06-9f84-247a5fea3fa6,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/12 14:16:25+00,LAKE,LAKE,748283A9-D659-4FC4-9938-55DDE2484A19,38522.91,Infrared Image,,,,Inactive
663,a415d964-9e9c-477f-906a-223340b51686,Heat Perimeter,FIRIS,2024/07/14 22:02:01.229+00,CA-CND-LAURA-N43U,,,16.9021839461934,FIRIS Perimeter,,2024/07/14 22:01:20+00,2024/07/14 22:02:33.475+00,Inactive
664,c6279374-5ada-4749-88f3-19105a3a6487,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,6b5429b8-6a74-40aa-b872-7c6cb7bc841d,3638.14,Infrared Image,,,,Inactive
665,cac7476b-6bb9-4ced-99c0-0a0398454b4a,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/14 02:29:00+00,RANCHO,RANCHO,87c660d3-0345-4fc9-ac5e-a223c89e45d3,9636.73,Infrared Image,,,,Inactive
666,a489579f-2ac5-4c5c-9f0d-c4c0eb74894d,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,HURRICANE,HURRICANE,3a93ed29-eb55-491c-90b2-6a12fc14d162,12678.43,Infrared Image,,,,Inactive
667,5a8b59a4-f30f-43e6-aae6-4c89ec6b0d4d,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/12 14:16:25+00,LAKE,LAKE,748283a9-d659-4fc4-9938-55dde2484a19,38522.91,Infrared Image,,,,Inactive
668,08a7976c-964c-45ee-8160-ace47f5a5717,Heat Perimeter,FIRIS,2024/07/14 23:21:44.221+00,CA-KRN-WHITE-N43U,,,5026.9338449016,FIRIS Perimeter,,2024/07/14 23:20:07+00,2024/07/14 23:22:52.261+00,Inactive
669,d6771cd4-4bc3-46ad-af4e-4da390632e75,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/14 07:14:00+00,SHELLY,SHELLY,C1E955D6-D77C-4ED5-9F80-6EC085CEB269,14965.07,Infrared Image,,,,Inactive
670,28a173da-01bb-4f2c-9998-3122727b5230,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/14 00:14:00+00,SHELLY,SHELLY,c1e955d6-d77c-4ed5-9f80-6ec085ceb269,14965.07,Infrared Image,,,,Inactive
671,abbb0b2d-2d69-472a-ab22-9c0de06e0494,Heat Perimeter,FIRIS,2024/07/15 05:47:42.074+00,CA-KRN-LOSTHILLS-N43U,LOST HILLS,,2818.37449788126,FIRIS Perimeter,,2024/07/15 05:44:50+00,2024/07/15 05:48:18.135+00,Inactive
672,20957e40-8e33-4310-9532-a054ce1dc580,Heat Perimeter,FIRIS,2024/07/15 16:52:30.299+00,CA-KNF-SHELLY-N40Y,,,11233.6667749685,FIRIS Perimeter,,2024/07/14 07:35:33+00,2024/07/15 16:52:48.402+00,Inactive
673,e5b1a7ce-f3b2-43ee-ab61-fd34f583d7fe,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/15 03:39:29+00,ACORN,ACORN,8481a6b9-8b5c-480b-8871-84ae15bd9f50,5.04,Infrared Image,,,,Inactive
674,c5e5eb10-ba1a-4156-b61c-33ba3e9e456e,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,PACKSADDLE,PACKSADDLE,9ef44195-00fa-4e9d-9752-ec1cffe72537,47.76,Infrared Image,,,,Inactive
675,a7ef3fc0-b6e1-4f4c-8316-ecb1e417d226,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,TROUT,TROUT,192018fd-a111-425c-8f4c-775570a9fd3e,1883.85,Infrared Image,,,,Inactive
676,b62ce09c-166b-4bb7-ba64-4dd4c86d8bdb,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/13 23:09:00+00,WHITE,WHITE,6b5429b8-6a74-40aa-b872-7c6cb7bc841d,5536.47,Infrared Image,,,,Inactive
677,3ba1ed00-fa83-447d-9899-bd2b220a174c,Heat Perimeter,FIRIS,2024/07/16 00:22:47.885+00,CA-KRN-FIVE-N43U,,,347.704334520085,FIRIS Perimeter,,2024/07/16 00:19:56+00,2024/07/16 00:23:19.066+00,Inactive
678,bebd625f-0756-412e-9af5-93c4238e7929,Heat Perimeter,FIRIS,2024/07/16 18:57:35.008+00,CA-SRF-HILL-N40Y,,,154.445189161019,FIRIS Perimeter,,2024/07/16 18:56:24+00,2024/07/16 18:58:31.458+00,Inactive
679,22f4fdb7-be24-4327-ab9a-aec6cbe4ae50,Heat Perimeter,FIRIS,2024/07/17 00:30:02.978+00,CA-KRN-WILLOW-N43U,,,174.553861901177,FIRIS Perimeter,,2024/07/17 00:27:01+00,2024/07/17 00:30:50.762+00,Inactive
680,5a8a7e30-bd56-43ac-9062-d02c3ad4d76f,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,TROUT,TROUT,192018fd-a111-425c-8f4c-775570a9fd3e,5418.95,Infrared Image,,,,Inactive
681,429b8576-e124-4fbd-b9c0-c8172744aa91,Heat Perimeter,FIRIS,2024/07/17 05:59:44.394+00,CA-SRF-HILL-N40Y,,,3437.41812599589,FIRIS Perimeter,,2024/07/17 05:57:10+00,2024/07/17 06:00:04.969+00,Inactive
682,4de30111-5d98-4657-8428-fb4df84d573e,Heat Perimeter,FIRIS,2024/07/17 07:12:17.856+00,CA-NEU-IOWA-N40Y,,,4.89594692602333,FIRIS Perimeter,,2024/07/17 07:11:00+00,2024/07/17 07:13:19.397+00,Inactive
683,0b155d12-a67c-484e-a346-42dd8fb56fcd,Heat Perimeter,FIRIS,2024/07/17 07:12:17.856+00,CA-NEU-IOWA-N40Y,,,4.89594692602333,FIRIS Perimeter,,2024/07/17 07:11:00+00,2024/07/17 07:13:19.397+00,Inactive
684,3f98e1e6-6ac5-45bb-ba96-fbd5efbc297e,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,HILL,HILL,bb9142f4-470d-4dd8-844e-0e5fd52303ba,3702.04,Infrared Image,,,,Inactive
685,0e47aec6-b939-478c-9a08-06d0bb07355c,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/16 03:23:00+00,SHELLY,SHELLY,c1e955d6-d77c-4ed5-9f80-6ec085ceb269,15345.2,Infrared Image,,,,Inactive
686,8b18061e-a3ea-4578-965e-07617a50a1c8,Heat Perimeter,FIRIS,2024/07/17 23:35:36.174+00,CA-LAC-SANTAFE-N43U,,,11.2435415908851,FIRIS Perimeter,,2024/07/17 23:33:59+00,2024/07/17 23:35:59.589+00,Inactive
687,138a4af0-7fce-4174-a918-3e6a4b759fcb,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/15 19:30:11+00,WHITE,WHITE,6b5429b8-6a74-40aa-b872-7c6cb7bc841d,5645.83,Infrared Image,,,,Inactive
688,613184a9-467d-4640-83a9-858f4b33397c,Heat Perimeter,FIRIS,2024/07/18 00:28:05.671+00,CA-SDU-SLOANE-N43U,,,12.8443712222685,FIRIS Perimeter,,2024/07/18 00:26:30+00,2024/07/18 00:28:19.384+00,Inactive
689,687d38e6-5616-4119-8ca3-430bc1e62671,Heat Perimeter,NIFC,2024/07/18 04:25:25+00,2024-CASDU-017029,SLOANE,2024-CASDU-017029,0.01,Wildfire Daily Fire Perimeter,2024/07/17 23:25:25+00,2024/07/18 00:22:31.055+00,2024/07/18 01:59:54.278+00,Inactive
690,d4852317-6fa6-4747-b675-1cd74661a80d,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,HILL,HILL,bb9142f4-470d-4dd8-844e-0e5fd52303ba,4260.92,Infrared Image,,,,Inactive
691,fc2696df-5267-4e9d-b09c-596a81256602,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,SHELLY,SHELLY,c1e955d6-d77c-4ed5-9f80-6ec085ceb269,15384.45,Infrared Image,,,,Inactive
692,6828e0a2-a84c-4159-b907-73f07a90ec1f,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,WHITE,WHITE,6b5429b8-6a74-40aa-b872-7c6cb7bc841d,5646.45,Infrared Image,,,,Inactive
693,9d20cefb-c7a4-4b90-ba98-aca88cebd94f,Heat Perimeter,FIRIS,2024/07/19 22:09:44.635+00,CA-AEU-LIBERTY-N40Y,,,104.138226165459,FIRIS Perimeter,,2024/07/19 22:08:39+00,2024/07/20 00:49:23.822+00,Inactive
694,84099743-6ec4-4eb4-970c-fea47cd9ccd8,Heat Perimeter,FIRIS,2024/07/19 22:59:34.291+00,CA-LAC-DEER-N43U,,,271.952322021938,FIRIS Perimeter,,2024/07/19 22:57:34+00,2024/07/20 00:49:24.853+00,Inactive
695,d7dfa28f-8b20-4982-a80c-bf74729dcab3,Heat Perimeter,FIRIS,2024/07/19 23:49:22.984+00,CA-ANF-FORK-N43U,,,249.808076612914,FIRIS Perimeter,,2024/07/19 23:46:08+00,2024/07/20 00:49:25.916+00,Inactive
696,f24d9ded-c214-4ed5-af61-ace867a55dc6,Heat Perimeter,FIRIS,2024/07/20 00:27:48.751+00,CA-LFD-TUNA-N43U,,,28.7962861600333,FIRIS Perimeter,,2024/07/20 00:25:13+00,2024/07/20 00:49:26.853+00,Inactive
697,5a7d3b62-bca3-42d7-bea5-0c38de08f286,Heat Perimeter,FIRIS,2024/07/20 00:29:06.192+00,CA-NEU-LEHI-N40Y,,,8.95658960026663,FIRIS Perimeter,,2024/07/20 00:27:57+00,2024/07/20 00:49:27.775+00,Inactive
698,007afe6e-7421-4403-83f9-25e3de55682d,Heat Perimeter,FIRIS,2024/07/19 22:09:44.635+00,CA-AEU-LIBERTY-N40Y,,,104.138226165459,FIRIS Perimeter,,2024/07/19 22:08:39+00,2024/07/20 00:49:23.822+00,Inactive
699,aa439ff3-547e-48e7-9526-aa3ce684d55d,Heat Perimeter,FIRIS,2024/07/19 22:59:34.291+00,CA-LAC-DEER-N43U,,,271.952322021938,FIRIS Perimeter,,2024/07/19 22:57:34+00,2024/07/20 00:49:24.853+00,Inactive
700,757e617c-19c9-4e1d-810a-ff8a0729704a,Heat Perimeter,FIRIS,2024/07/19 23:49:22.984+00,CA-ANF-FORK-N43U,,,249.808076612914,FIRIS Perimeter,,2024/07/19 23:46:08+00,2024/07/20 00:49:25.916+00,Inactive
701,42fcd54f-5d52-4cb8-9212-6c2c9bafc30f,Heat Perimeter,FIRIS,2024/07/20 00:27:48.751+00,CA-LFD-TUNA-N43U,,,28.7962861600333,FIRIS Perimeter,,2024/07/20 00:25:13+00,2024/07/20 00:49:26.853+00,Inactive
702,8e4faaf9-9763-4f0b-afbd-c3b0c8315014,Heat Perimeter,FIRIS,2024/07/20 00:29:06.192+00,CA-NEU-LEHI-N40Y,,,8.95658960026663,FIRIS Perimeter,,2024/07/20 00:27:57+00,2024/07/20 00:49:27.775+00,Inactive
703,50b45d61-824f-4ba1-953c-ef5f9aabff91,Heat Perimeter,FIRIS,2024/07/20 01:10:48.660+00,CA-NEU-WEIMAR-N40Y,,,2.91552727627099,FIRIS Perimeter,,2024/07/20 01:10:02+00,2024/07/20 01:11:14.941+00,Inactive
704,47198db1-5e37-4c78-a950-ef508277d548,Heat Perimeter,FIRIS,2024/07/20 02:42:21.613+00,CA-SRF-HILL-N40Y,,,4988.99791712486,FIRIS Perimeter,,2024/07/20 02:40:37+00,2024/07/20 02:42:35.437+00,Inactive
706,bb7623ac-eb32-4734-aa72-74902791657e,Heat Perimeter,FIRIS,2024/07/20 21:32:04.353+00,CA-MEU-PEPPERWOOD-N40Y,,,12.582496717493,FIRIS Perimeter,,2024/07/20 21:31:05+00,2024/07/20 21:32:37.036+00,Inactive
707,bddbbcf4-fbb5-49a2-9b1b-5b58dd9f177d,Heat Perimeter,FIRIS,2024/07/20 22:45:03.441+00,CA-SRF-HILL-N40Y,,,5562.48636598335,FIRIS Perimeter,,2024/07/20 22:43:38+00,2024/07/20 22:45:51.979+00,Inactive
708,f73c2bc5-2a42-41c9-a275-6ae08a606220,Heat Perimeter,FIRIS,2024/07/21 00:07:20.107+00,CA-LNU-RIDGE-N40Y,,,192.568063594248,FIRIS Perimeter,,2024/07/21 00:04:29+00,2024/07/21 00:08:06.223+00,Inactive
709,262d680e-b7d9-4da7-87cd-9f456a467b42,Heat Perimeter,FIRIS,2024/07/21 01:09:43.950+00,CA-RRU-TIN-N43U,,,125.369678569136,FIRIS Perimeter,,2024/07/21 01:07:02+00,2024/07/21 01:10:19.129+00,Inactive
710,78278b38-5a6e-4a0e-8dea-6b86e699b659,Heat Perimeter,FIRIS,2024/07/21 04:21:41.105+00,CA-LNU-RIDGE-N40Y,,,2304.3328543964,FIRIS Perimeter,,2024/07/21 04:20:15+00,2024/07/21 04:21:59.956+00,Inactive
711,c8a16c28-d1d6-46ba-a231-12a521b5cc35,Heat Perimeter,NIFC,2024/07/21 05:10:43+00,2024-CANOD-004260,R-2,2024-CANOD-004260,0.01,Wildfire Daily Fire Perimeter,2024/07/21 00:10:43+00,2024/07/21 00:32:28.798+00,2024/07/21 14:27:41.063+00,Inactive
712,e5d99b07-fc21-4664-9a59-504ec81f73b6,Heat Perimeter,FIRIS,2024/07/21 19:32:44.912+00,CA-LNU-RIDGE-N40Y,,,2628.92737988035,FIRIS Perimeter,,2024/07/21 19:31:27+00,2024/07/21 19:33:09.341+00,Inactive
713,bc4b9a9c-59c0-4bac-bdab-b9c0e4df83e0,Heat Perimeter,FIRIS,2024/07/21 21:51:29.888+00,CA-RVC-HAWARDEN-N43U,,,223.671627931213,FIRIS Perimeter,,2024/07/21 21:45:05+00,2024/07/21 21:51:39.021+00,Inactive
714,016f2461-e4f9-452d-b3a2-678bd21aa2da,Heat Perimeter,FIRIS,2024/07/21 22:22:55.961+00,CARVC-EAGLE-N43U,,,321.143166200596,FIRIS Perimeter,,2024/07/21 22:21:24+00,2024/07/21 22:23:45.490+00,Inactive
715,021437a0-f710-4aab-98d1-e704020da854,Heat Perimeter,FIRIS,2024/07/21 23:09:30.580+00,CA-RVC-HAWARDEN-N43U,,,500.455154906093,FIRIS Perimeter,,2024/07/21 23:07:54+00,2024/07/21 23:09:56.998+00,Inactive
716,7bb80e04-2ba5-4783-88b9-c97790d38ce8,Heat Perimeter,FIRIS,2024/07/21 23:09:30.580+00,CA-RVC-HAWARDEN-N43U,,,500.455154906093,FIRIS Perimeter,,2024/07/21 23:07:54+00,2024/07/21 23:09:56.998+00,Inactive
717,41ec1017-c9a5-431b-9bb8-3414b088d7de,Heat Perimeter,FIRIS,2024/07/22 07:35:39.472+00,CA-RRU-EAGLE-N43U,,,1609.30492614055,FIRIS Perimeter,,2024/07/22 07:33:38+00,2024/07/22 07:35:50.316+00,Inactive
718,b6cae8c1-3692-4bac-8268-fb44c53a6fad,Heat Perimeter,FIRIS,2024/07/22 07:35:39.472+00,CA-RRU-EAGLE-N43U,,,1609.30492614055,FIRIS Perimeter,,2024/07/22 07:33:38+00,2024/07/22 07:35:50.316+00,Inactive
719,e7e961d5-f0f3-4cce-aa1f-778bc51d38dd,Heat Perimeter,FIRIS,2024/07/22 08:12:43.595+00,CA-RVC-HAWARDEN-N43U,,,479.572929282026,FIRIS Perimeter,,2024/07/22 08:11:21+00,2024/07/22 08:12:56.866+00,Inactive
720,9037d15d-be75-4ed7-b647-7b96510aa9dc,Heat Perimeter,FIRIS,2024/07/22 17:17:34.891+00,CA-RRU-COLUMBIA-N43U,,,57.6868787576096,FIRIS Perimeter,,2024/07/22 17:16:03+00,2024/07/22 17:17:50.815+00,Inactive
721,81732224-78a2-45e2-98d2-192a29b6e3ee,Heat Perimeter,FIRIS,2024/07/22 17:48:10.245+00,CA-RVC-HAWARDEN-N43U,,,489.522992806139,FIRIS Perimeter,,2024/07/22 17:42:18+00,2024/07/22 17:49:58.254+00,Inactive
722,1ddf37c8-8ca2-4490-bb55-433f3c781848,Heat Perimeter,FIRIS,2024/07/22 18:45:12.945+00,CA-RRU-EAGLE-N43U,,,1710.17002280224,FIRIS Perimeter,,2024/07/22 18:44:00+00,2024/07/22 18:46:10.736+00,Inactive
723,f8c16d50-6b14-4be8-a5a9-5ad5c60ff841,Heat Perimeter,FIRIS,2024/07/22 21:13:49.788+00,CA-LNU-RIDGE-N40Y,,,2755.55911366897,FIRIS Perimeter,,2024/07/22 21:12:04+00,2024/07/22 21:14:44.234+00,Inactive
724,06300e38-5b89-4154-9e6e-396dcde41598,Heat Perimeter,FIRIS,2024/07/22 23:15:25.227+00,CA-SRF-HILL-N40Y,,,7882.7017628514,FIRIS Perimeter,,2024/07/22 23:13:29+00,2024/07/22 23:16:14.500+00,Inactive
726,35c4aa0a-fdd4-4b2e-a1a9-0d1be6c8d5ec,Heat Perimeter,FIRIS,2024/07/23 01:37:31.621+00,CA-PNF-MILL-N40Y,,,683.277371648834,FIRIS Perimeter,,2024/07/23 01:36:44+00,2024/07/23 01:37:46.479+00,Inactive
727,88e4cf1a-467d-4a1f-aaa6-3176b3259802,Heat Perimeter,FIRIS,2024/07/23 01:59:38.028+00,CA-PNF-SMITH-N40Y,,,42.4859658585639,FIRIS Perimeter,,2024/07/23 01:58:57+00,2024/07/23 01:59:50.287+00,Inactive
728,5a4d7f20-451c-4b4c-b2bf-54e005e709d2,Heat Perimeter,FIRIS,2024/07/23 02:50:41.182+00,CA-PNF-MILL-N40Y,,,1288.75728904659,FIRIS Perimeter,,2024/07/23 02:48:48+00,2024/07/23 02:51:02.502+00,Inactive
729,479c0d11-7a19-4ab5-baf0-8e93a65c9c5d,Heat Perimeter,FIRIS,2024/07/23 09:08:18.425+00,CA-PNF-MILL-N40Y,,,1638.58493726926,FIRIS Perimeter,,2024/07/23 09:06:53+00,2024/07/23 09:09:16.953+00,Inactive
730,a1a6fa2b-7a9b-4282-ae0b-a828f585811b,Heat Perimeter,FIRIS,2024/07/23 09:41:07.391+00,CA-PNF-SMITH-N40Y,,,47.8377985876324,FIRIS Perimeter,,2024/07/23 09:39:47+00,2024/07/23 09:41:23.218+00,Inactive
731,cda7350f-de0a-48e2-9534-1c9e41cfa274,Heat Perimeter,FIRIS,2024/07/23 10:25:19.500+00,CA-TCU-MARIA-N40Y,,,33.8997336392075,FIRIS Perimeter,,2024/07/23 10:24:24+00,2024/07/23 10:25:31.286+00,Inactive
732,081ece12-52fd-435c-a419-ff022ef557f1,Heat Perimeter,FIRIS,2024/07/23 21:20:28.384+00,CA-MMU-CIRCLE-N40Y,,,45.7985013360113,FIRIS Perimeter,,2024/07/23 21:19:31+00,2024/07/23 21:20:47.684+00,Inactive
733,6cdbdcc4-430d-45d7-9f5b-c3eeab7a19a7,Heat Perimeter,FIRIS,2024/07/23 21:28:32.422+00,CA-MMU-CIRCLE-N40Y,,,45.805360952416,FIRIS Perimeter,,2024/07/23 21:24:22+00,2024/07/23 21:28:49.063+00,Inactive
734,ff9d02e6-d0f6-4fd4-b2b9-68542aea2429,Heat Perimeter,FIRIS,2024/07/23 22:05:26.969+00,CA-TCU-MARIA-N40Y,,,65.4399746106764,FIRIS Perimeter,,2024/07/23 22:04:42+00,2024/07/23 22:05:56.159+00,Inactive
735,bd34a5b5-54c5-4af4-9f20-7e081355f00e,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/22 23:13:00+00,HILL,HILL,bb9142f4-470d-4dd8-844e-0e5fd52303ba,6594.4,Infrared Image,,,,Inactive
736,abe51d5f-9a43-402e-a60b-77e1dbcb7f08,Heat Perimeter,FIRIS,2024/07/23 23:19:18.461+00,CA-BEU-METZ-N40Y,,,565.436360233251,FIRIS Perimeter,,2024/07/23 23:08:45+00,2024/07/23 23:20:11.351+00,Inactive
737,0f43de25-bfcc-4a90-b006-966c2416cb48,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,1900/01/01 00:00:00+00,SHELLY,SHELLY,c1e955d6-d77c-4ed5-9f80-6ec085ceb269,15656.15,Infrared Image,,,,Inactive
738,b7b8f0df-9873-49e3-b4ca-737ca85d06c7,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/23 02:09:00+00,GOLD COMPLEX,GOLD COMPLEX,ceb331f5-fb4c-4fe1-b7a0-b96d47de1b1c,2858.95,Infrared Image,,,,Inactive
739,e638f31e-388d-4e04-b230-d77a4d239ffb,Heat Perimeter,CAL FIRE INTEL FLIGHT DATA,2024/07/23 02:09:00+00,MILL,MILL,ceb331f5-fb4c-4fe1-b7a0-b96d47de1b1c,2019.19,Infrared Image,,,,Inactive
740,6fb9738c-276c-4a02-890b-2fbf35d2b4b5,Heat Perimeter,FIRIS,2024/07/24 02:02:25.675+00,CA-LAC-BRANDYWINE-N43U,,,2.60844444570785,FIRIS Perimeter,,2024/07/24 02:00:26+00,2024/07/24 02:02:46.588+00,Inactive
741,f98700c2-f3a0-49ca-9a76-f3c53b7821f8,Heat Perimeter,FIRIS,2024/07/24 02:18:19.796+00,CA-LAC-SECONDSTART-N43U,,,20.7597164579276,FIRIS Perimeter,,2024/07/24 02:15:38+00,2024/07/24 02:18:50.003+00,Inactive
742,e0b49703-789d-4088-951c-65102a06b51e,Heat Perimeter,FIRIS,2024/07/24 02:18:19.796+00,CA-LAC-SECONDSTART-N43U,,,20.7597164579276,FIRIS Perimeter,,2024/07/24 02:15:38+00,2024/07/24 02:18:50.003+00,Inactive
743,4e2fae69-69ad-4bcb-b551-0822bf14f625,Heat Perimeter,FIRIS,2024/07/24 02:55:20.814+00,CA-LPF-APACHE-N43U,,,107.896934794978,FIRIS Perimeter,,2024/07/24 02:54:03+00,2024/07/24 02:55:58.085+00,Inactive
744,eb5d41bb-43f7-4605-8a97-485483592960,Heat Perimeter,NIFC,2024/07/23 15:05:00+00,2024-CASRF-000586,Hill,2024-CASRF-000586,6618.88899221399,Wildfire Daily Fire Perimeter,2024/07/16 00:40:42+00,2024/07/24 03:21:48+00,2024/07/24 04:28:23+00,Inactive
745,a42e87dc-101c-4999-baa5-1b7283272edd,Heat Perimeter,NIFC,2024/07/23 15:05:00+00,2024-CASRF-000586,Hill,2024-CASRF-000586,6623.7003717018,Wildfire Daily Fire Perimeter,2024/07/16 00:40:42+00,2024/07/24 03:21:48+00,2024/07/24 05:11:31+00,Inactive
746,8e482f54-3176-4343-be90-f999228d997b,Heat Perimeter,NIFC,2024/07/23 15:05:00+00,2024-CASRF-000586,Hill,2024-CASRF-000586,6914.63847260712,Wildfire Daily Fire Perimeter,2024/07/16 00:40:42+00,2024/07/24 03:21:48+00,2024/07/24 15:24:01+00,Inactive
747,b617639a-3fd2-4ef2-bb86-763293fc44e9,Heat Perimeter,FIRIS,2024/07/24 17:30:39.750+00,CA-PNF-GOLD-COMPLEX-N40Y,,,2980.5624134212,FIRIS Perimeter,,2024/07/24 17:29:49+00,2024/07/24 17:31:22.346+00,Inactive
748,b644737b-89c3-43ef-9b1e-6b34800b8706,Heat Perimeter,FIRIS,2024/07/24 17:31:46.629+00,CA-PNF-GOLD-COMPLEX-N57B,,,2980.5624134212,FIRIS Perimeter,,2024/07/24 17:31:18+00,2024/07/24 17:32:23.190+00,Inactive
749,c5674b90-7f9f-42e9-9166-25799718a1ee,Heat Perimeter,FIRIS,2024/07/24 21:16:38.587+00,CA-LPF-APACHE-N43U,,,885.199443136678,FIRIS Perimeter,,2024/07/24 21:15:18+00,2024/07/24 21:17:12.463+00,Inactive
